"","X1","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper","skipper_raw","lastName","id"
"1811",1811,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,41,44,39,NA,37,8,NA,NA,169,"usa 1103","43",NA,NA,35,"todd lalumiere","Todd Lalumiere","lalumiere",217
"1812",1812,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,33,37,NA,25,36,38,NA,NA,169,"widespread panic","39",NA,NA,36,"steve horwitz","Steve Horwitz","horwitz",177
"1813",1813,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,36,27,30,29,NA,49,NA,NA,171,"champagne iii","59",NA,NA,37,"john ulbrich","John Ulbrich","ulbrich",361
"1814",1814,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,35,NA,34,43,35,28,NA,NA,175,"annie","88",NA,NA,38,"gary gilbert","Gary Gilbert","gilbert",135
"1815",1815,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,40,30,29,NA,44,37,NA,NA,180,"jeremiah","22",NA,NA,39,"jonah pruitt iii","Jonah Pruitt III","iii",300
"1816",1816,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,37,39,35,38,NA,35,NA,NA,184,"skye","61",NA,NA,40,"bruce avery","Bruce Avery","avery",17
"1817",1817,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,45,18,40,NA,39,49,NA,NA,191,"usa 1280","80",NA,NA,41,"craig mense","Craig Mense","mense",257
"1818",1818,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,43,38,36,26,NA,49,NA,NA,192,"gumption","20",NA,NA,42,"kevin grainger","Kevin Grainger","grainger",147
"1819",1819,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,39,36,NA,41,40,41,NA,NA,197,"hat trick","28",NA,NA,44,"mark toso","Mark Toso / Terry Naylon","toso",360
"1820",1820,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,42,43,41,24,NA,49,NA,NA,199,"trixie blue","51",NA,NA,45,"schneibner","D. Schneibner / T. Norsworthy","schneibner",322
"1821",1821,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012JMW.html","Miami Mid-Winters",NA,44,40,NA,35,49,49,NA,NA,217,"jester","4",NA,NA,48,"robert burgess","Robert Burgess","burgess",47
"1822",1822,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Jeff Madrigali/William Van Waay/Sarah Callahan",18,4,3,2,2,10,5,NA,44,"usa 1296","USA 1296","96","New York Yacht Club",1,"jeffrey m. siegal","Jeffrey M. Siegal","siegal",331
"1823",1823,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Anatole Masfen/Phillip Carlson",7,9,11,NA,3,1,2,19,52,"cruel jane","NZL 1348","18","Royal Akarana Yacht Club",3,"dirk kneulman","Dirk Kneulman","kneulman",211
"1824",1824,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Steve Girling/Ched Proctor",9,20,4,3,6,4,NA,10,56,"leading edge","USA 1090","90","CRYC",4,"jeff dever","Jeff Dever","dever",97
"1825",1825,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Jamie Hardenbergh/Dwight Belden",3,11,10,11,NA,12,11,1,59,"usa 1375","USA 1375","75","SDYC",5,"argyle campbell","Argyle Campbell","campbell",57
"1826",1826,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Zachary Via",1,6,18,22,1,5,10,NA,63,"usa 102","USA 102","02",NA,6,"henry frazer","Henry Frazer/Tomas Hornos","frazer",129
"1827",1827,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Brad Boston/Chris Klein",2,7,14,4,11,NA,16,16,70,"usa 1264","USA 1264","64",NA,7,"george francisco","George Francisco","francisco",127
"1828",1828,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Chris Lefferdink/Chris Branning",15,1,5,6,7,14,23,NA,71,"lucky","USA 1355","55",NA,8,"byron ehrhart","Byron Ehrhart","ehrhart",111
"1829",1829,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Senet Bischoff/Shane Wells",16,NA,7,21,5,17,8,3,77,"kgb","USA 1308","08","CRYC/NYYC",9,"ben kinney","Ben Kinney","kinney",342
"1830",1830,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Tracy Usher/Benjamin Newman",10,2,29,10,17,11,NA,8,87,"mahalaga","USA 1168","68",NA,11,"peter vessella","Peter Vessella","vessella",363
"1831",1831,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Geoffrey Ewenson/Michael Coe",17,23,1,NA,21,7,10,9,88,"caramba","USA 1097","97",NA,12,"jose fuentes","Jose Fuentes","fuentes",200
"1832",1832,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Scott Kulp/Max Skelley/Cynthia West",6,3,9,7,16,NA,19,30,90,"usa 1310","USA 1310","10",NA,13,"john podmajersky","John Podmajersky","podmajersky",296
"1833",1833,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Bill Abbott/Ed Furry",19,13,6,23,23,6,NA,12,102,"clean execution","USA 1305","05",NA,15,"michael gavin","Michael Gavin","gavin",136
"1834",1834,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Mike Wolfs/Andy Horton",23,8,20,1,31,8,NA,15,106,"bella rena","USA 1327","27",NA,16,"henry demone","Henry Demone","demone",94
"1835",1835,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup",NA,8,NA,21,16,4,33,4,26,112,"usa 1300","USA 1300","13","NYYC",18,"mike dressell","Mike Dressell/Ernie Pmerleau","dressell",108
"1836",1836,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Eric Ellis/Paolo Sheaffer",5,28,12,24,13,19,NA,13,114,"flying colors","USA 1241","41",NA,19,"ken womack","Ken Womack","womack",374
"1837",1837,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Tim Banks/Stu DeLisser",21,15,NA,12,10,18,17,31,124,"vertigo","USA 1055","15","CRYC",20,"chris lanza","Chris Lanza","lanza",72
"1838",1838,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Karl Anderson/Peter Hopple",31,24,33,5,20,3,13,NA,129,"usa 1404","USA 1404","14",NA,21,"jim cunningham","Jim Cunningham","cunningham",88
"1839",1839,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Ken Yellot/Ed Holt",4,12,27,28,32,16,NA,23,142,"playmaker","USA 1260","60",NA,23,"alan kelly","Alan Kelly","kelly",208
"1840",1840,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Gerri Whitley/Vickie Mathews/Randy White",18,18,24,27,22,NA,19,14,142,"julia","USA 978","78",NA,24,"rick kaiser","Rick Kaiser","kaiser",203
"1841",1841,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup",NA,13,32,25,26,9,35,NA,4,144,"gelert","GBR 993","93",NA,25,"james howells","James Howells","howells",180
"1842",1842,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Robert Hannah/Juan Pablo del Solar",19,16,28,NA,27,25,22,11,148,"widespread panic 2","USA 1239","39","CRYC",26,"steve horowitz","Steve Horowitz","horowitz",177
"1843",1843,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Ezra Culver/Bill Johns",20,27,NA,31,33,9,14,25,159,"nemesis","USA 1307","07",NA,28,"jeff nehms","Jeff Nehms","nehms",276
"1844",1844,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Aaron Housten/John Harford/Erin McKie",29,19,19,20,29,34,NA,20,170,"usa 1280","USA 1280","80",NA,30,"craig mense","Craig Mense","mense",257
"1845",1845,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Joe Logan/Henry Chau",14,26,NA,15,25,29,35,29,173,"trankeylo","USA 1145","45","CRYC",31,"pj keenan","PJ Keenan","keenan",207
"1846",1846,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Gabriele Armstrong/Scott Lindars/Dave Hartman",27,30,26,26,28,22,34,NA,193,"jeremiah","USA 1202","22","CRYC",32,"jonah iii","Jonah Pruitt, III","iii",300
"1847",1847,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Ralph Carpenter/Jose Martin-Nieto",34,22,22,14,34,36,NA,32,194,"crapshoot","USA 1111","11",NA,33,"pat stadel","Pat Stadel","stadel",288
"1848",1848,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Scott Thomas/Matt Lalumiere",22,35,NA,34,33,21,24,34,203,"indefinitely","USA 1103","43",NA,34,"todd lalumiere","Todd Lalumiere","lalumiere",217
"1849",1849,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","TBD/TBD",32,29,30,35,35,NA,25,21,207,"hat trick","USA 1328","28",NA,35,"terry naglan","Terry Naglan / Mark Toso","naglan",272
"1850",1850,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Frederick Mueller/Paulo Verdier",35,36,31,NA,37,32,30,33,234,"morena linda","BRA 1284","84",NA,36,"mauricio verdier","Mauricio Verdier","verdier",362
"1851",1851,NA,2012,"http://www.etchellsfleet20.org/results/2012/2012CRC.html","US Nationals & Coral Reef Cup","Gerry Bourke/Ed Morey",37,34,37,36,36,26,NA,35,241,"john deere","USA 1094","94","CRYC",37,"sharon bourke","Sharon Bourke","bourke",36
"1852",1852,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,2,7,NA,NA,NA,NA,NA,NA,9,"usa 1296","96",NA,NA,1,"jeffrey siegal","Jeffrey Siegal","siegal",331
"1853",1853,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,8,5,NA,NA,NA,NA,NA,NA,13,"usa 1310","10",NA,NA,2,"john podmajersky","John Podmajersky","podmajersky",296
"1854",1854,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,11,3,NA,NA,NA,NA,NA,NA,14,"julia","78",NA,NA,3,"rick kaiser","Rick Kaiser","kaiser",203
"1855",1855,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,14,1,NA,NA,NA,NA,NA,NA,15,"cruel jane","14",NA,NA,4,"m watson","M Watson / Kneulman","watson",364
"1856",1856,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,3,17,NA,NA,NA,NA,NA,NA,20,"lakota","24",NA,NA,5,"peter sulick","Peter Sulick","sulick",348
"1857",1857,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,7,16,NA,NA,NA,NA,NA,NA,23,"keep smiling","32",NA,NA,6,"marvin beckmann","Marvin Beckmann","beckmann",237
"1858",1858,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,1,23,NA,NA,NA,NA,NA,NA,24,"kgb","8",NA,NA,7,"b kinney","B Kinney / S Bischoff","kinney",342
"1859",1859,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,13,11,NA,NA,NA,NA,NA,NA,24,"usa 1264","64",NA,NA,8,"george francisco","George Francisco","francisco",127
"1860",1860,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,4,22,NA,NA,NA,NA,NA,NA,26,"efyra 3","68",NA,NA,9,"g andreadis","G Andreadis / T Rey","andreadis",11
"1861",1861,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,5,21,NA,NA,NA,NA,NA,NA,26,"usa 1300","13",NA,NA,10,"m dressell","M Dressell / E Pomerleau","dressell",108
"1862",1862,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,12,14,NA,NA,NA,NA,NA,NA,26,"usa 12","12",NA,NA,11,"flip wehrheim","Flip Wehrheim","wehrheim",365
"1863",1863,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,25,2,NA,NA,NA,NA,NA,NA,27,"whirlwind","38",NA,NA,12,"gary jobson","Gary Jobson","jobson",193
"1864",1864,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,9,18,NA,NA,NA,NA,NA,NA,27,"bella rena","27",NA,NA,13,"henry demone","Henry Demone","demone",94
"1865",1865,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,24,4,NA,NA,NA,NA,NA,NA,28,"widespread panic","39",NA,NA,14,"steve horwitz","Steve Horwitz","horwitz",177
"1866",1866,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,18,10,NA,NA,NA,NA,NA,NA,28,"champagne iii","59",NA,NA,15,"john ulbrich","John Ulbrich","ulbrich",361
"1867",1867,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,17,13,NA,NA,NA,NA,NA,NA,30,"make mine a double","19",NA,NA,16,"jeff borland","Jeff Borland","borland",35
"1868",1868,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,26,8,NA,NA,NA,NA,NA,NA,34,"usa 1185","85",NA,NA,17,"b allardice","B Allardice / R Hitchcock","allardice",5
"1869",1869,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,10,24,NA,NA,NA,NA,NA,NA,34,"victory","73",NA,NA,18,"buddy cribb","Buddy Cribb","cribb",82
"1870",1870,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,20,15,NA,NA,NA,NA,NA,NA,35,"pipe dream xvi","72",NA,NA,19,"scott piper","Scott Piper","piper",292
"1871",1871,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,15,20,NA,NA,NA,NA,NA,NA,35,"usa 1199","99",NA,NA,20,"jay mills","Jay Mills","mills",261
"1872",1872,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,6,30,NA,NA,NA,NA,NA,NA,36,"mr. wilson","17",NA,NA,21,"jeff padnos","Jeff Padnos","padnos",190
"1873",1873,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,33,9,NA,NA,NA,NA,NA,NA,42,"pied piper","71",NA,NA,22,"tom piper","Tom Piper","piper",293
"1874",1874,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,31,12,NA,NA,NA,NA,NA,NA,43,"hat trick","28",NA,NA,23,"m toso","M Toso / T Naylon","toso",360
"1875",1875,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,16,27,NA,NA,NA,NA,NA,NA,43,"lucky","55",NA,NA,24,"bryon ehrhart","Bryon Ehrhart","ehrhart",111
"1876",1876,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,29,19,NA,NA,NA,NA,NA,NA,48,"trankeylo","45",NA,NA,25,"pj keenan","PJ Keenan","keenan",207
"1877",1877,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,21,29,NA,NA,NA,NA,NA,NA,50,"vertigo","15",NA,NA,26,"chris lanza","Chris Lanza","lanza",72
"1878",1878,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,22,28,NA,NA,NA,NA,NA,NA,50,"caramba","97",NA,NA,27,"jose fuentes","Jose Fuentes","fuentes",200
"1879",1879,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,45,6,NA,NA,NA,NA,NA,NA,51,"nemesis","7",NA,NA,28,"jeff nehms","Jeff Nehms","nehms",276
"1880",1880,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,32,25,NA,NA,NA,NA,NA,NA,57,"athena","82",NA,NA,29,"john donnelly","John Donnelly","donnelly",101
"1881",1881,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,30,31,NA,NA,NA,NA,NA,NA,61,"jeremiah","22",NA,NA,30,"jonah pruitt iii","Jonah Pruitt III","iii",300
"1882",1882,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,37,26,NA,NA,NA,NA,NA,NA,63,"usa 1280","80",NA,NA,31,"a housten","A Housten / C Mense","housten",179
"1883",1883,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,19,45,NA,NA,NA,NA,NA,NA,64,"brass monkey","90",NA,NA,32,"michael frerker","Michael Frerker","frerker",130
"1884",1884,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,27,39,NA,NA,NA,NA,NA,NA,66,"can 1231","31",NA,NA,33,"jerry o'brien","Jerry O'Brien","brien",39
"1885",1885,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,23,45,NA,NA,NA,NA,NA,NA,68,"clean execution","5",NA,NA,34,"michael gavin","Michael Gavin","gavin",136
"1886",1886,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,35,35,NA,NA,NA,NA,NA,NA,70,"annie","88",NA,NA,35,"gary gilbert","Gary Gilbert","gilbert",135
"1887",1887,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,34,38,NA,NA,NA,NA,NA,NA,72,"usa 1103","3",NA,NA,36,"todd lalumiere","Todd Lalumiere","lalumiere",217
"1888",1888,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,28,45,NA,NA,NA,NA,NA,NA,73,"cool shivy","98",NA,NA,37,"greg hodkinson","Greg Hodkinson","hodkinson",172
"1889",1889,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,36,37,NA,NA,NA,NA,NA,NA,73,"mischief","77",NA,NA,38,"b altman","B Altman / R White","altman",7
"1890",1890,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,40,36,NA,NA,NA,NA,NA,NA,76,"crapshoot","11",NA,NA,39,"patricia stadel","Patricia Stadel","stadel",288
"1891",1891,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,45,32,NA,NA,NA,NA,NA,NA,77,"john deere","94",NA,NA,40,"d hodgson","D Hodgson / S Bourke","hodgson",171
"1892",1892,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,45,33,NA,NA,NA,NA,NA,NA,78,"flying colors","21",NA,NA,41,"ken womack","Ken Womack","womack",374
"1893",1893,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,45,34,NA,NA,NA,NA,NA,NA,79,"gbr 1302","2",NA,NA,42,"ron thompson","Ron Thompson","thompson",315
"1894",1894,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,38,45,NA,NA,NA,NA,NA,NA,83,"contessa","57",NA,NA,43,"john greeven","John Greeven","greeven",148
"1895",1895,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Piana.html","Piana Cup (2010)",NA,45,45,NA,NA,NA,NA,NA,NA,90,"ice-nine","66",NA,NA,44,"s weil","S Weil / M Lahrkamp","weil",366
"1896",1896,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,5,6,1,NA,8,NA,NA,NA,20,"pipe dream xvi","USA1372","72",NA,2,"scott piper","Scott Piper","piper",292
"1897",1897,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,13,5,6,2,NA,NA,NA,NA,26,"usa 1296","USA1296","96",NA,4,"jeffrey siegal","Jeffrey Siegal","siegal",331
"1898",1898,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,1,4,NA,6,16,NA,NA,NA,27,"kgb","USA1308","08",NA,6,"b kinney","B Kinney / S Bischoff","kinney",342
"1899",1899,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,7,9,5,NA,6,NA,NA,NA,27,"champagne iii","USA1259","59",NA,8,"john ulbrich","John Ulbrich","ulbrich",361
"1900",1900,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,6,16,14,NA,1,NA,NA,NA,37,"usa 1300","USA1300","13",NA,9,"m dressell","M Dressell / E Pomerleau","dressell",108
"1901",1901,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,16,11,9,3,NA,NA,NA,NA,39,"cruel jane","BER1394","14",NA,10,"m watson","M Watson / Kneulman","watson",364
"1902",1902,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,4,3,15,18,NA,NA,NA,NA,40,"usa 1310","USA1310","10",NA,11,"john podmajersky","John Podmajersky","podmajersky",296
"1903",1903,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,3,2,21,19,NA,NA,NA,NA,45,"usa 1264","USA1264","64",NA,12,"george francisco","George Francisco","francisco",127
"1904",1904,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,9,13,NA,9,15,NA,NA,NA,46,"usa 1185","USA1185","85",NA,13,"b allardice","B Allardice / R Hitchcock","allardice",5
"1905",1905,NA,2011,"http://www.etchellsfleet20.org/results/2011/2011Doren.html","Sid Doren Memorial",NA,14,NA,20,14,3,NA,NA,NA,51,"clean execution","USA1305","05",NA,14,"michael gavin","Michael Gavin","gavin",136
